FECHA,diff_total_yo,diff_tarjeta,diff_saldo_real,descripcion,comentario,madre,TOTAL,SALDO,TARJETA,INVERSION,PAGOS_MENSUAL_MA INTER,NOTIONCUM,DESCRIPCION,MADRE,diff_TOTAL,diff_saldo_sin_inversion,diff_notion,DESCRIPCION_NOTION
2025-05-20,,,,,,,533.3014285714281,856.67,123.6600000000003,1034.0,106.0714285714286,728.2199999999999,ChatGPT,,,,,
2025-05-20,,,,,,,560.46,856.67,96.5,1034.0,106.07,728.22,ChatGPT,,,,,
2025-05-21,,,,,,,562.4,854.68,96.5,1034.0,110.0,728.22,,,,,,
2025-05-21,,,,,,,535.2399999999996,854.68,123.6600000000003,1034.0,110.0,728.2199999999999,,,,,,
2025-05-22,,,,,,,557.65,959.93,96.5,1034.0,0.0,728.22,,,,,,
2025-05-22,105.25,0.0,105.25,,,,,,,,,,,,,,,
2025-05-22,,,,,,,530.4899999999996,959.93,123.6600000000003,1034.0,0.0,728.2199999999999,,,,,,
2025-05-25,,0.0,,,,,,,,,,,,,27.58,0.0,18.20000000000005,Comida Campero Noah-|-Minecraft ($18.2)
2025-05-25,,,,,,,585.22,959.93,96.5,1034.0,9.38,746.42,,,,,,
2025-05-25,,,,,,,558.0649999999996,959.93,123.6600000000003,1034.0,9.375,746.42,,,,,,
2025-05-26,,,,,,,583.03,959.93,106.7,1034.0,12.5,751.3,,,,,,
2025-05-26,,,,,,,555.8699999999995,959.93,133.8600000000004,1034.0,12.5,751.3,,,,,,
2025-05-27,,,,,,,579.14,956.93,110.71,1034.0,15.62,751.3,,,,,,
2025-05-27,,,,,,,551.9849999999996,956.93,137.8700000000003,1034.0,15.625,751.3,,,,,,
2025-05-28,,,,,,,578.83,953.49,110.71,1034.0,18.75,751.3,,,,,,
2025-05-28,,,,,,,551.6699999999996,953.49,137.8700000000003,1034.0,18.75,751.3,,,,,,
2025-05-29,-23.28,23.28,0.0,,,,,,,,,,,,,,,
2025-05-29,,,,,,,581.95,953.49,133.99,1034.0,21.88,774.58,,,,,,
2025-05-29,,,,,,,554.7949999999996,953.49,161.1500000000003,1034.0,21.875,774.5799999999999,,,,,,
2025-05-30,,,,,,,540.2299999999996,944.3,169.6500000000003,1034.0,25.0,774.5799999999999,Hamburguesas 8.5. Salida viernes9,,,,,
2025-05-30,,8.5,,,,,,,,,,,Hamburguesas 8.5. Salida viernes9,,-14.57,-9.19,0.0,
2025-05-30,,,,,,,567.39,944.3,142.49,1034.0,25.0,774.58,Hamburguesas 8.5. Salida viernes9,,,,,
2025-06-01,,46.22,,,,,,,,,,,GoogleCloud14 Gasolina30,,-39.97,0.0,0.0,
2025-06-01,,,,,,,500.0299999999995,944.3,216.1000000000004,1034.0,31.25,774.5799999999999,GoogleCloud14 Gasolina30,,,,,
2025-06-01,-46.22,46.22,0.0,,,,,,,,,,,,,,,
2025-06-01,,,,,,,527.42,944.3,188.71,1034.0,31.25,774.58,GoogleCloud14 Gasolina30,,,,,
2025-06-02,,,,,,,512.21,925.97,188.71,1034.0,34.38,774.58,Alitas16.,,,,,
2025-06-02,,0.0,,,,,,,,,,,Alitas16.,,-15.2,-18.33,0.0,
2025-06-02,,,,,,,484.8249999999996,925.97,216.1000000000004,1034.0,34.375,774.5799999999999,Alitas16.,,,,,
2025-06-03,,,,,,,486.3499999999996,924.37,216.1000000000004,1034.0,37.5,774.5799999999999,,,,,,
2025-06-03,,,,,,,513.74,924.37,188.71,1034.0,37.5,774.58,,,,,,
2025-06-04,,,,,,,486.2249999999996,921.12,216.1000000000004,1034.0,40.625,774.5799999999999,,,,,,
2025-06-04,,,,,,,513.61,921.12,188.71,1034.0,40.62,774.58,,,,,,
2025-06-06,,,,,,,468.6249999999997,898.62,217.4500000000003,1034.0,46.875,774.5799999999999,Salida Viernes22,,,,,
2025-06-06,,,,,,,496.01,898.62,190.06,1034.0,46.88,774.58,Salida Viernes22,,,,,
2025-06-06,,1.35,,,,,,,,,,,Salida Viernes22,,-17.6,-22.5,0.0,
2025-06-06,-22.5,0.0,-22.5,,,,,,,,,,,,,,,
2025-06-07,,,,,,,503.14,898.62,194.06,1034.0,50.0,782.58,,,,,,
2025-06-07,,,,,,,475.7499999999997,898.62,221.4500000000003,1034.0,50.0,782.5799999999999,,,,,,
2025-06-08,,,,,,,488.77,898.62,221.25,1034.0,53.12,792.28,"Gasolina18,Minecraft9.20 .",,,,,
2025-06-08,,27.19,,,,,,,,,,,"Gasolina18,Minecraft9.20 .",,-14.37,0.0,9.700000000000045,Agua-|-Minecraft Junio ($9.7)
2025-06-08,,,,,,,461.1549999999996,898.62,248.8700000000003,1034.0,53.125,792.28,"Gasolina18,Minecraft9.20 .",,,,,
2025-06-09,,,,,,,462.5799999999996,896.92,248.8700000000003,1034.0,56.25,792.28,,,,,,
2025-06-09,,,,,,,490.2,896.92,221.25,1034.0,56.25,792.28,,,,,,
2025-06-10,,,,,,,792.93,1620.53,221.25,1034.0,59.38,368.28,PagadoGasolina300 PagadoMadre428,Gasolina300 Pago428,,,,
2025-06-10,,0.0,,,,,,,,,,,PagadoGasolina300 PagadoMadre428,Gasolina300 Pago428,302.74,723.61,-424.0,Pagado  ($-424.0)
2025-06-10,723.61,0.0,723.61,,,,,,,,,,,,,,,
2025-06-10,,,,,,,765.3149999999996,1620.53,248.8700000000003,1034.0,59.375,368.28,PagadoGasolina300 PagadoMadre428,Gasolina300 Pago428,,,,
2025-06-11,,,,,,,752.1999999999996,1604.29,248.8700000000003,1034.0,62.5,368.28,Lavada Carro13,,,,,
2025-06-11,,0.0,,,,,,,,,,,Lavada Carro13,,-13.12,-16.24,0.0,
2025-06-11,,,,,,,779.82,1604.29,221.25,1034.0,62.5,368.28,Lavada Carro13,,,,,
2025-06-12,,,,,,,754.9749999999997,28736.56,289.4900000000002,28154.0,65.625,396.28,Hamburguesas,,,,,
2025-06-12,,,,,,,782.6,28736.56,261.87,28154.0,65.62,396.28,Hamburguesas,,,,,
2025-06-13,,,,,,,754.6400000000006,28733.31,327.7000000000003,28154.0,68.75,434.28,,,,,,
2025-06-13,,,,,,,782.26,28733.31,300.08,28154.0,68.75,434.28,,,,,,
2025-06-14,,,,,,,741.3250000000019,28733.31,344.1400000000003,28154.0,71.875,434.28,KFC16,,,,,
2025-06-14,,16.44,,,,,,,,,,,KFC16,,-13.31,0.0,0.0,
2025-06-14,,,,,,,768.95,28733.31,316.52,28154.0,71.88,434.28,KFC16,,,,,
2025-06-15,,,,,,,769.78,28733.31,318.81,28154.0,75.0,434.28,,,,,,
2025-06-15,,,,,,,742.160000000001,28733.31,346.4300000000003,28154.0,75.0,434.28,,,,,,
2025-06-16,,,,,,,768.41,28718.81,318.81,28154.0,78.12,444.28,Viaje U Reserva10,pagado,,,,
2025-06-16,,,,,,,740.785000000001,28718.81,346.4300000000003,28154.0,78.125,444.28,Viaje U Reserva10,pagado,,,,
2025-06-17,,,,,,,766.93,39104.16,318.81,38543.95,81.25,444.28,,,,,,
2025-06-17,,,,,,,740.2600000000032,39104.16,346.4300000000003,38543.0,81.25,444.28,,,,,,
2025-06-19,,4.2,,,,,,,,,,,Salida Renata PelotaComidaRegalo 40,,-38.87,-40.92,0.0,
2025-06-19,,,,,,,728.06,39063.24,323.01,38543.95,87.5,444.28,Salida Renata PelotaComidaRegalo 40,,,,,
2025-06-19,,,,,,,701.3899999999933,39063.24,350.6300000000003,38543.0,87.5,444.28,Salida Renata PelotaComidaRegalo 40,,,,,
2025-06-20,,35.99,,,,,,,,,,,"KFC13(yo y renata), ChatGPT23",,-23.87,1.0,8.0,ChatGpt Junio ($8.0)
2025-06-20,,,,,,,677.5249999999953,39064.24,386.6200000000003,38543.0,90.625,452.28,"KFC13(yo y renata), ChatGPT23",,,,,
2025-06-20,,,,,,,704.19,39064.24,359.0,38543.95,90.62,452.28,"KFC13(yo y renata), ChatGPT23",,,,,
2025-06-22,,,,,,,629.0049999999912,39064.24,455.3900000000003,38543.0,96.875,466.28,"CeramicasMelaComida6.6 + 24, Gasolina 31",,,,,
2025-06-22,,,,,,,655.91,39064.24,427.54,38543.95,96.88,466.28,"CeramicasMelaComida6.6 + 24, Gasolina 31",,,,,
2025-06-22,,68.54,,,,,,,,,,,"CeramicasMelaComida6.6 + 24, Gasolina 31",,-48.29,0.0,14.0,Mc Condado -|-Uber Condado trafico ($14.0)
2025-06-23,,0.0,,,,,,,,,,,RegaloMela16 Trago5+8 Flores18 pagotarjeta236,,-40.25,-288.29,8.810000000000002,Papas ($8.81)
2025-06-23,,,,,,,615.65,38775.95,191.44,38543.95,100.0,475.09,RegaloMela16 Trago5+8 Flores18 pagotarjeta236,,,,,
2025-06-23,,,,,,,588.7499999999961,38775.95,219.2900000000004,38543.0,100.0,475.09,RegaloMela16 Trago5+8 Flores18 pagotarjeta236,,,,,
2025-06-24,,,,,,,618.8,38869.1,191.44,38543.95,0.0,485.09,,,,,,
2025-06-24,,,,,,,591.8999999999976,38869.1,219.2900000000004,38543.0,0.0,485.09,,,,,,
2025-06-25,,,,,,,610.32,38859.1,191.44,38543.95,1.52,485.09,,,,,,
2025-06-25,,,,,,,583.4151515151492,38859.1,219.2900000000004,38543.0,1.515151515151515,485.09,,,,,,
2025-06-26,,,,,,,607.48,38854.75,191.44,38543.95,3.03,485.09,,,,,,
2025-06-26,,,,,,,580.5803030303022,38854.75,219.2900000000004,38543.0,3.03030303030303,485.09,,,,,,
2025-06-27,,,,,,,580.43,38832.78,216.38,38543.95,4.55,503.43,"Spotify4,Gotas y mas fybecca18, Super Switch 2.5.Comida3.5,Salida Renata Comida14, 4.5 parqueadero",,,,,
2025-06-27,,24.94,,,,,,,,,,,"Spotify4,Gotas y mas fybecca18, Super Switch 2.5.Comida3.5,Salida Renata Comida14, 4.5 parqueadero",,-27.05,-21.97,18.33999999999997,Gotas Ojos ($18.34)
2025-06-27,,,,,,,553.5254545454574,38832.78,244.2300000000005,38543.0,4.545454545454545,503.4299999999999,"Spotify4,Gotas y mas fybecca18, Super Switch 2.5.Comida3.5,Salida Renata Comida14, 4.5 parqueadero",,,,,
2025-06-30,,,,,,,583.97,38806.78,216.38,38543.95,9.09,528.43,,,,,,
2025-06-30,,,,,,,557.070909090912,38806.78,244.2300000000005,38543.0,9.09090909090909,528.43,,,,,,
2025-07-01,,,,,,,576.23,38802.11,220.97,38543.95,10.61,528.43,,,,,,
2025-07-01,,,,,,,549.3260606060614,38802.11,248.8200000000004,38543.0,10.60606060606061,528.43,,,,,,
2025-07-03,,,,,,,575.26,38798.11,220.97,38543.95,13.64,528.43,,,,,,
2025-07-03,,,,,,,548.3563636363644,38798.11,248.8200000000004,38543.0,13.63636363636364,528.43,,,,,,
2025-07-04,,,,,,,514.1915151515157,38793.15,279.5400000000004,38543.0,15.15151515151515,528.43,Gasolina 30,,,,,
2025-07-04,,30.49,,,,,,,,,,,Gasolina 30,,-33.93,-4.96,0.0,
2025-07-04,,,,,,,541.32,38793.15,251.46,38543.95,15.15,528.43,Gasolina 30,,,,,
2025-07-07,,,,,,,538.97,38786.25,251.46,38543.95,19.7,528.43,,,,,,
2025-07-07,,,,,,,511.8369696969688,38786.25,279.5400000000004,38543.0,19.6969696969697,528.43,,,,,,
2025-07-08,,,,,,,509.1121212121253,38783.0,288.7300000000005,38543.0,21.21212121212121,536.63,Minecraft 9.2,,,,,
2025-07-08,,,,,,,536.24,38783.0,260.65,38543.95,21.21,536.63,Minecraft 9.2,,,,,
2025-07-09,,,,,,,533.76,38779.0,260.65,38543.95,22.73,536.63,,,,,,
2025-07-09,,,,,,,506.6272727272768,38779.0,288.7300000000005,38543.0,22.72727272727273,536.63,,,,,,
2025-07-10,,,,,,,505.1424242424283,38776.0,288.7300000000005,38543.0,24.24242424242424,536.63,,,,,,
2025-07-10,,,,,,,532.27,38776.0,260.65,38543.95,24.24,536.63,,,,,,
2025-07-11,,21.0,,,,,,,,,,,"Comida 2.5,Parqueadero1.5, Parqueadero vulkano2.5, almuerzo 2,75 .Vulkano21 ",,-28.73,-9.25,0.0,
2025-07-11,,,,,,,476.4075757575798,38766.75,309.7300000000005,38543.0,25.75757575757576,536.63,"Comida 2.5,Parqueadero1.5, Parqueadero vulkano2.5, almuerzo 2,75 .Vulkano21 ",,,,,
2025-07-11,,,,,,,503.54,38766.75,281.65,38543.95,25.76,536.63,"Comida 2.5,Parqueadero1.5, Parqueadero vulkano2.5, almuerzo 2,75 .Vulkano21 ",,,,,
2025-07-13,,,,,,,506.61,38766.75,296.61,38543.95,28.79,551.63,Uber eats kfc 15,Pagado,,,,
2025-07-13,,,,,,,479.4778787878837,38766.75,324.6900000000005,38543.0,28.78787878787879,551.63,Uber eats kfc 15,Pagado,,,,
2025-07-14,,,,,,,501.87,38760.5,296.61,38543.95,30.3,551.63,,,,,,
2025-07-14,,,,,,,474.7430303030353,38760.5,324.6900000000005,38543.0,30.3030303030303,551.63,,,,,,
2025-07-15,,,,,,,470.9681818181859,38757.5,326.9800000000005,38543.0,31.81818181818182,551.63,,,,,,
2025-07-15,,,,,,,498.1,38757.5,298.9,38543.95,31.82,551.63,,,,,,
2025-07-16,,,,,,,456.73,38746.26,330.54,38543.95,33.33,551.63,"31 Salida con Renata (Uber y 3l).Orense 3.25, Comida pizza renata 8",,,,,
2025-07-16,,31.64,,,,,,,,,,,"31 Salida con Renata (Uber y 3l).Orense 3.25, Comida pizza renata 8",,-41.36,-11.24,0.0,
2025-07-16,,,,,,,429.6033333333401,38746.26,358.6200000000006,38543.0,33.33333333333334,551.63,"31 Salida con Renata (Uber y 3l).Orense 3.25, Comida pizza renata 8",,,,,
2025-07-18,,,,,,,443.34,38793.26,396.96,38543.95,36.36,554.63,"Hamburguesas 64, uber u. Me transfieren 50 hamburguesas, trago3",,,,,
2025-07-18,,66.42,,,,,,,,,,,"Hamburguesas 64, uber u. Me transfieren 50 hamburguesas, trago3",,-13.39,47.0,3.0,Uber u ($3.0)
2025-07-18,,,,,,,416.2136363636375,38793.26,425.0400000000006,38543.0,36.36363636363636,554.63,"Hamburguesas 64, uber u. Me transfieren 50 hamburguesas, trago3",,,,,
2025-07-20,,,,,,,404.2439393939405,38793.26,448.0400000000006,38543.0,39.39393939393939,562.63,ChatGPT,Pagado,,,,
2025-07-20,,,,,,,431.37,38793.26,419.96,38543.95,39.39,562.63,ChatGPT,Pagado,,,,
2025-07-20,,23.0,,,,,,,,,,,ChatGPT,Pagado,-11.97,0.0,8.0,ChatGpt Julio ($8.0)
2025-07-21,,,,,,,374.1090909090979,38518.44,208.3700000000008,38543.0,40.90909090909091,566.13,"Gasolina 29, llanta 3.5. Pago Tarjeta 268",,,,,
2025-07-21,,28.92,,,,,,,,,,,"Gasolina 29, llanta 3.5. Pago Tarjeta 268",,-29.9,-274.82,3.5,Llanta desinflada ($3.5)
2025-07-21,,,,,,,401.47,38518.44,180.06,38543.95,40.91,566.13,"Gasolina 29, llanta 3.5. Pago Tarjeta 268",,,,,
2025-07-23,,5.0,,,,,,,,,,,"Salida Renata 18(10.5comida,7shawarmas). 5 parqueadero",,-20.27,-18.3,0.0,
2025-07-23,,,,,,,381.2,38500.14,185.06,38543.95,43.94,566.13,"Salida Renata 18(10.5comida,7shawarmas). 5 parqueadero",,,,,
2025-07-23,,,,,,,353.839393939398,38500.14,213.3700000000008,38543.0,43.93939393939394,566.13,"Salida Renata 18(10.5comida,7shawarmas). 5 parqueadero",,,,,
2025-07-24,,,,,,,350.62,38490.89,224.9,38543.95,45.45,583.13,"40 Super. Y sanduche y helado no pagado 4.75, almuerzo 4.5",14 Super,,,,
2025-07-24,,39.84,,,,,,,,,,,"40 Super. Y sanduche y helado no pagado 4.75, almuerzo 4.5",14 Super,-30.57,-9.25,17.0,Super jugos ... ($17.0)
2025-07-24,,,,,,,323.2645454545457,38490.89,253.2100000000009,38543.0,45.45454545454545,583.13,"40 Super. Y sanduche y helado no pagado 4.75, almuerzo 4.5",14 Super,,,,
2025-07-25,,,,,,,314.6196969697011,38480.91,299.3900000000008,38543.0,46.96969696969697,629.13,Il Cappo 9. Ropa 46,,,,,
2025-07-25,,,,,,,341.98,38480.91,271.08,38543.95,46.97,629.13,,,,,,
2025-07-27,,,,,,,313.640000000002,38480.91,303.400000000001,38543.0,50.0,629.13,,,,,,
2025-07-27,,,,,,,341.0,38480.91,275.09,38543.95,50.0,629.13,,,,,,
2025-07-28,,,,,,,306.140000000002,38523.41,303.400000000001,38543.0,0.0,629.13,4.50 de morocho,50 almuerzo,,,,
2025-07-28,,,,,,,333.5,38523.41,275.09,38543.95,0.0,629.13,,,,,,
2025-07-29,,0.0,,,,,,,,,,,Transferencia 80 buseta viaje.,No pagado,-83.25,-83.25,0.0,
2025-07-29,,,,,,,304.890000000002,38440.16,303.400000000001,38543.0,2.0,709.13,Transferencia 80 buseta viaje.,,,,,
2025-07-29,,,,,,,250.25,38440.16,275.09,38543.95,0.0,629.13,Transferencia 80 buseta viaje.,No pagado,,,,
2025-07-31,,,,,,,308.140000000002,38450.56,318.5500000000011,38543.0,6.0,713.13,4 UberEats. Pagado 10 uber eats hermana,,,,,
2025-07-31,,,,,,,249.5,38450.56,290.24,38543.95,0.0,633.13,,,,,,
2025-08-01,,,,,,,307.1499999999968,38450.56,321.5400000000009,38543.0,8.0,713.13,,,,,,
2025-08-01,,,,,,,246.51,38450.56,293.23,38543.95,0.0,633.13,,,,,,
2025-08-04,,,,,,,240.32,38444.37,293.23,38543.95,0.0,633.13,,,,,,
2025-08-04,,,,,,,277.1300000000073,38444.37,354.3700000000008,38543.0,14.0,716.13,Gasolina 32. Almuerzo hermana y mio 6,,,,,
2025-08-05,,,,,,,238.07,38441.12,293.23,38543.95,0.0,634.13,,,,,,
2025-08-05,,,,,,,276.8800000000073,38441.12,354.3700000000008,38543.0,16.0,717.13,,,,,,
2025-08-06,,,,,,,211.07,38414.12,293.23,38543.95,0.0,634.13,,,,,,
2025-08-06,,,,,,,256.8800000000073,38414.12,359.3700000000008,38543.0,18.0,727.13,"MC 5. Tres l 17, Barberia 10",,,,,
2025-08-06,,0.0,,,,,,,,,,,,,-27.0,-27.0,0.0,
2025-08-07,,,,,,,197.07,38400.12,293.23,38543.95,0.0,634.13,,,,,,
2025-08-07,,,,,,,258.8800000000073,38400.12,359.3700000000008,38543.0,20.0,741.13,"Desayuno 4, Almuerzo 10 (playa)",,,,,
2025-08-07,,0.0,,,,,,,,,,,,,-14.0,-14.0,0.0,
2025-08-08,,0.0,,,,,,,,,,,,,-11.0,-11.0,0.0,
2025-08-08,,,,,,,260.890000000005,38389.12,368.5600000000009,38543.0,22.0,761.33,Minecraft 9.2. Almuerzo 11,,,,,
2025-08-08,,,,,,,186.07,38389.12,293.23,38543.95,0.0,634.13,,,,,,
2025-08-12,,,,,,,-332.98,360.12,293.23,1034.0,0.0,634.13,,,,,,
2025-08-12,,0.0,,,,,,,,,,,,,-519.05,-519.05,0.0,
2025-08-12,,,,,,,276.8899999999991,360.12,368.5600000000009,543.0,30.0,798.33,"Almuerzo 13, Almuerzo 9, Desayuno 3, Cocteles 12, No se 12, Hermana me paga 20",,,,,
2025-08-13,,,,,,,277.8999999999993,360.12,369.5500000000006,543.0,32.0,798.33,,,,,,
2025-08-14,,,,,,,262.1499999999993,342.37,369.5500000000006,543.0,34.0,798.33,3L 15,,,,,
2025-08-14,,0.0,,,,,,,,,,,,,-17.75,-17.75,0.0,
2025-08-14,,,,,,,-350.73,342.37,293.23,1034.0,0.0,634.13,,,,,,
2025-08-15,,,,,,,252.5599999999996,332.77,371.5400000000004,543.0,36.0,798.33,9.6 Salida Jungle,,,,,
2025-08-15,,,,,,,-360.33,332.77,293.23,1034.0,0.0,634.13,,,,,,
2025-08-20,,,,,,,-374.38,308.22,293.23,1034.0,0.0,644.63,,,,,,
2025-08-20,,0.0,,,,,,,,,,,,,-14.05,-24.55,10.5,Comida ($10.5)
2025-08-20,,,,,,,248.5099999999999,308.22,394.5400000000004,543.0,46.0,831.83,"ChatGPT 23.  Almuerzos 10, Compras antes de playa tienda 14",,,,,
2025-08-21,,0.0,,,,,,,,,,,,,14.0,-20.0,14.0,Compras antes de playa ($14.0)
2025-08-21,,,,,,,250.5099999999999,288.22,374.5400000000004,543.0,48.0,831.83,Pago obligatorio Tarjeta,,,,,
2025-08-21,,,,,,,-360.38,288.22,273.23,1034.0,0.0,658.63,,,,,,
2025-08-25,,,,,,,-337.38,288.22,273.23,1034.0,0.0,681.63,,,,,,
2025-08-25,,,,,,,258.1699999999997,288.22,397.8800000000006,543.0,56.0,854.83,,,,,,
2025-08-25,,0.0,,,,,,,,,,,,,23.0,0.0,23.0,Uber stav ($23.0)
2025-08-27,,,,,,,258.1599999999995,288.22,401.8900000000008,543.0,60.0,854.83,,,,,,
2025-08-30,,,,,,,259.5699999999994,288.22,409.4800000000009,543.0,66.0,857.83,"Uber 4, Metrored 3",,,,,
2025-09-01,,,,,,,-340.43,278.17,273.23,1034.0,0.0,688.63,,,,,,
2025-09-01,,,,,,,257.5199999999992,278.17,409.4800000000009,543.0,70.0,861.83,Almuerzo con Noah7 o tienda nose,,,,,
2025-09-02,,,,,,,-343.68,274.92,273.23,1034.0,0.0,688.63,,,,,,
2025-09-02,,,,,,,256.2699999999992,274.92,409.4800000000009,543.0,72.0,861.83,,,,,,
2025-09-03,,,,,,,-347.43,271.17,273.23,1034.0,0.0,688.63,,,,,,
2025-09-03,,,,,,,254.5199999999992,271.17,409.4800000000009,543.0,74.0,861.83,,,,,,
2025-09-04,,,,,,,-419.94,198.66,273.23,1034.0,0.0,688.63,,,,,,
2025-09-04,,,,,,,256.009999999999,198.66,409.4800000000009,543.0,76.0,933.83,Viaje 72,,,,,
2025-09-04,,0.0,,,,,,,,,,,,,-72.51,-72.51,0.0,
2025-09-05,,,,,,,-423.94,180.92,273.23,1034.0,0.0,702.37,,,,,,
2025-09-05,,,,,,,254.0099999999992,180.92,409.4800000000009,543.0,78.0,947.57,Enterogermina 14,,,,,
2025-09-06,,,,,,,252.229999999999,180.92,413.2600000000011,543.0,80.0,947.57,,,,,,
2025-09-07,,,,,,,-403.94,180.92,273.23,1034.0,0.0,722.37,,,,,,
2025-09-07,,0.0,,,,,,,,,,,,,20.0,0.0,20.0,Pago Majo ($20.0)
2025-09-07,,,,,,,274.229999999999,180.92,413.2600000000011,543.0,82.0,967.57,,,,,,
2025-09-08,,,,,,,272.0299999999989,180.92,439.6600000000012,543.0,84.0,989.7700000000001,"Uber renata 5, Minecraft 8.50",,,,,
2025-09-09,,,,,,,-407.19,177.67,273.23,1034.0,0.0,722.37,,,,,,
2025-09-09,,,,,,,270.7799999999989,177.67,439.6600000000012,543.0,86.0,989.7700000000001,,,,,,
2025-09-10,,,,,,,268.7799999999989,173.67,439.6600000000012,543.0,88.0,989.7700000000001,,,,,,
2025-09-10,,,,,,,-411.19,173.67,273.23,1034.0,0.0,722.37,,,,,,
2025-09-11,,,,,,,267.7799999999989,170.67,439.6600000000012,543.0,90.0,989.7700000000001,,,,,,
2025-09-12,,,,,,,266.8700000000059,38280.76,439.6600000000012,38656.0,92.0,989.7700000000001,,,,,,
2025-09-14,,,,,,,290.8700000000059,38280.76,439.6600000000012,38656.0,96.0,1009.77,,,,,,
2025-09-14,,,,,,,-391.19,173.67,273.23,1034.0,0.0,742.37,,,,,,
2025-09-14,,0.0,,,,,,,,,,,,,20.0,0.0,20.0,Pago Majo ($20.0)
2025-09-15,,,,,,,291.6300000000007,38277.01,441.650000000001,38656.0,98.0,1014.27,,,,,,
2025-09-15,,,,,,,-386.69,173.67,273.23,1034.0,0.0,746.87,,,,,,
2025-09-16,,,,,,,-366.69,173.67,273.23,1034.0,0.0,766.87,,,,,,
2025-09-16,,0.0,,,,,,,,,,,,,20.0,0.0,20.0,Rectificada frenos ($20.0)
2025-09-16,,,,,,,289.8800000000006,38253.26,441.650000000001,38656.0,100.0,1034.27,,,,,,
2025-09-17,,,,,,,289.9400000000055,38249.26,439.5900000000011,38656.0,102.0,1034.27,,,,,,
2025-09-18,,,,,,,256.2900000000041,38213.61,439.5900000000011,38656.0,104.0,1034.27,"Cumple ale regalo 18,  Almuerzo Normi 3.75, Me deben 10 Cumple ale",No Pagado,,,,
2025-09-19,,,,,,,249.02,38176.34,449.5900000000011,38656.0,106.0,1072.27,"Lavada Carro 20, Shampoo 18, Entrada Fiesta 10, Mateo me paga Mc",,,,,
2025-09-20,,,,,,,188.1499999999974,38176.34,512.460000000001,38656.0,108.0,1072.27,"Mc 18, Gasolina 36, Uber ale 7.3",Preguntar Madre,,,,
2025-09-22,,,,,,,189.1499999999974,37875.63,102.7500000000009,38656.0,0.0,1072.27,,Pagado mensual,,,,
2025-09-23,,,,,,,186.7545454545443,37875.63,109.3500000000008,38656.0,4.204545454545454,1072.27,,,,,,
2025-09-25,,,,,,,192.4936363636369,45353.96,109.3500000000008,46137.0,12.61363636363636,1072.27,,,,,,
2025-09-27,,,,,,,196.312727272724,45353.96,113.940000000001,46137.0,21.02272727272727,1072.27,Spotify,,,,,
2025-09-29,,,,,,,196.1418181818204,45353.96,122.5200000000009,46137.0,29.43181818181818,1072.27,"Uber One Membresia 4, Juego 4",,,,,
2025-09-30,,,,,,,205.3963636363616,45353.96,148.4700000000007,46137.0,33.63636363636363,1103.27,,,,,,
2025-10-01,,,,,,,209.90090909091,45346.26,148.4700000000007,46137.0,37.84090909090909,1111.27,,,,,,
2025-10-02,,,,,,,203.0854545454513,45335.24,148.4700000000007,46137.0,42.04545454545454,1111.27,"Pago Tarjeta U 6,30",,,,,
2025-10-03,,,,,,,199.0499999999988,45331.99,156.4600000000005,46137.0,46.24999999999999,1114.27,"BrawlStars 5, Metrored 3",,,,,
2025-10-04,,,,,,,203.564545454542,45331.99,163.1500000000005,46137.0,50.45454545454545,1121.27,,,,,,
2025-10-05,,,,,,,214.7690909090874,45331.99,163.1500000000005,46137.0,54.65909090909091,1128.27,,,,,,
2025-10-06,,,,,,,259.8436363636355,45372.24,180.5300000000007,46137.0,58.86363636363636,1146.27,Hermana me transfiera transporte vacacional,,,,,
2025-10-07,,,,,,,260.0581818181829,45370.24,226.5200000000004,46137.0,63.06818181818181,1190.27,,,,,,
2025-10-08,,,,,,,258.2627272727284,45364.24,226.5200000000004,46137.0,67.27272727272727,1190.27,Morochos 6,,,,,
2025-10-11,,,,,,,273.0763636363648,45364.24,226.5200000000004,46137.0,79.88636363636363,1192.47,,,,,,
2025-10-13,,,,,,,275.4954545454505,45356.99,231.5100000000002,46137.0,88.29545454545453,1198.72,,,,,,
2025-10-15,,,,,,,279.9045454545414,45352.99,231.5100000000002,46137.0,96.70454545454544,1198.72,,,,,,
2025-10-16,,,,,,,277.1090909090868,45345.99,231.5100000000002,46137.0,100.9090909090909,1198.72,Almuerzo y salida con danahe a canchita,,,,,
2025-10-17,,,,,,,242.8936363636341,45339.49,263.4300000000003,46137.0,105.1136363636364,1198.72,Gasolina 20 MC 6.7. No se 5,,,,,
2025-10-18,,,,,,,236.1081818181815,45339.49,283.4200000000001,46137.0,109.3181818181818,1207.72,Gemini 20,,,,,
2025-10-20,,,,,,,244.5172727272725,45338.49,283.4200000000001,46137.0,117.7272727272727,1208.72,,,,,,
2025-10-21,,,,,,,244.9618181818145,45312.74,294.8299999999999,46137.0,121.9318181818182,1242.12,Gasolina 31.40. Pago tarjeta Obligatorio,,,,,
2025-10-22,,,,,,,240.41636363636,45293.99,294.8299999999999,46137.0,126.1363636363636,1252.12,,,,,,
2025-10-23,,,,,,,240.6209090909053,45289.99,294.8299999999999,46137.0,130.3409090909091,1252.12,,,,,,
2025-10-24,,,,,,,176.2754545454552,41993.99,334.3800000000001,42870.0,134.5454545454545,1252.12,Gasolina 40. Mi Cumple,,,,,
